time,temp,conv,temp_curve_time,temp_curve_temp,temp_rand_period,temp_rand_std,temp_noise0,temp_noise1,temp_noise2,temp_noise3
11950,289.9360838418553,34.49680419209277,,,,,17.047110307872487,-16.81594734534186,-4.96378637473349,-5.331292745941811
12000,290.8311305108421,34.541556525542106,,,,,16.94187617238335,-17.56321131368281,-4.758583584558222,-3.7889507633002015
12050,294.4857920721494,34.724289603607474,,,,,16.82730956593405,-18.347389688390287,-3.8264657641769135,-0.16766204121739997
12100,297.89708863920373,34.894854431960184,,,,,16.702408096701767,-19.169363930299813,-2.5504869347512056,2.9145314075529907
12150,299.0012865071431,34.950064325357154,,,,,16.567437506353325,-20.023544470960932,-1.320060858559584,3.777454330310335
12200,297.7506254961474,34.88753127480737,,,,,16.42577689923555,-20.91008628638609,-0.4059455752860126,2.640880458583965
12250,294.7835528052515,34.739177640262575,,,,,16.278898266643246,-21.823029769009565,0.10165131268198946,0.2260329949358083
12300,291.4700168907709,34.57350084453854,,,,,16.123606468713167,-22.752391555785287,0.2646197428338817,-2.1658177649908477
12350,289.1398597170473,34.45699298585237,,,,,15.957781799844891,-23.694891997537727,0.20795605540692996,-3.330986140666844
12400,288.098830183671,34.40494150918355,,,,,15.78904820264569,-24.63859641413398,0.03798461674711984,-3.089606221587818
12450,288.27774636146813,34.41388731807341,,,,,15.615048410753776,-25.573279933983148,-0.1723546169432817,-1.5916674983592205
12500,288.9242142028943,34.44621071014471,,,,,15.42991451154328,-26.489725750484975,-0.34947505343365215,0.3335004952696247
12550,289.04156499318236,34.45207824965912,,,,,15.245668759804195,-27.374414888966328,-0.38783033543380285,1.5581414577783486
12600,288.7495872537131,34.43747936268566,,,,,15.05230314562432,-28.22253989696166,-0.1822092733644478,2.1020332784149263
12650,288.5914408802621,34.429572044013106,,,,,14.85557996972689,-29.01993680066727,0.285462033607051,2.4703356775954175
12700,288.29189202517296,34.41459460125865,,,,,14.654128428620337,-29.751515822712445,0.8758591542017435,2.5134202650633473
12750,287.55838515705256,34.377919257852625,,,,,14.450749407386978,-30.409697302593298,1.2979661705130257,2.219366881745888
12800,286.4343632599908,34.32171816299954,,,,,14.247904869459415,-30.983474439895048,1.2307907883101805,1.9391420421162306
12850,284.6499570525812,34.23249785262906,,,,,14.045478483761007,-31.46630562729117,0.487337094858904,1.583447101252417
12900,282.6235406712458,34.13117703356229,,,,,13.844231641909676,-31.848965693064866,-0.8746309802629457,1.5029057026639592
12950,280.6700402024218,34.03350201012109,,,,,13.639656322318423,-32.12533210034502,-2.5804591611830316,1.7361751416313882
13000,278.0125310958708,33.90062655479354,,,,,13.435234000016122,-32.28796582905156,-4.270552051675694,1.1358149765819348
13050,275.0706364460909,33.753531822304545,,,,,13.231461922386302,-32.33668523470626,-5.656155925484246,-0.16798431610495446
13100,273.7623234166505,33.68811617083252,,,,,13.030654275427233,-32.26986149882366,-6.583812126884917,-0.4146572330681625
13150,274.03628598555775,33.701814299277885,,,,,12.832313001280635,-32.08534735535908,-6.99520821052327,0.28452855015948275
13200,274.28510857351534,33.71425542867577,,,,,12.638183292630245,-31.785891257103795,-6.842830035499051,0.2756465734879831
13250,274.62292559286857,33.731146279643426,,,,,12.444617388022973,-31.37514721419674,-6.07003187549327,-0.37651270546436755
13300,275.6428610298343,33.782143051491715,,,,,12.260366068493296,-30.859493984094943,-4.67639194235207,-1.0816191122119105
13350,277.1928042004406,33.85964021002203,,,,,12.078309357003922,-30.244078707569727,-2.8207116697449384,-1.8207147792487097
13400,279.67563769170084,33.98378188458504,,,,,11.89782759821303,-29.531482480407693,-0.8450687613212173,-1.8456386647832868
13450,282.6366024389014,34.13183012194507,,,,,11.722375941883161,-28.74055662724431,0.8297534821198171,-1.1749703578572936
13500,284.6319795979537,34.23159897989768,,,,,11.55212844820261,-27.87558314378409,1.884091160901316,-0.9286568673661482
13550,285.2534500151212,34.26267250075606,,,,,11.392805102004795,-26.947668147241508,2.2554107817239624,-1.4470977213660594
13600,285.34970921588973,34.26748546079449,,,,,11.239034474120455,-25.96830393987775,2.1557664625403268,-2.0767877808932895
13650,285.69328410116583,34.28466420505829,,,,,11.094186363022251,-24.94972273690286,1.9600276270761734,-2.4112071520297285
13700,286.4736882314436,34.32368441157218,,,,,10.954533808764886,-23.908560996003317,2.011774360566384,-2.5840589418843902
13750,287.9765129039917,34.39882564519959,,,,,10.824958725185605,-22.855260907228466,2.4538287136969177,-2.4470136276623515
13800,290.2850321115352,34.51425160557676,,,,,10.704545632573751,-21.803666742034302,3.148635160976801,-1.7644819399810707
13850,292.8732295057631,34.643661475288155,,,,,10.59104298596591,-20.769942967219446,3.7112583285611778,-0.6591288415445542
13900,294.6688229567804,34.73344114783902,,,,,10.485487495041976,-19.765502737893264,3.6397579573905054,0.3090802422411816
13950,294.77094195629945,34.73854709781497,,,,,10.387782480819897,-18.804740569804014,2.5100184365384175,0.6778816087451794
14000,292.94041520455437,34.64702076022772,,,,,10.30187155187792,-17.898726303573987,0.15901296690436606,0.37825698934609625
14050,289.56449001644637,34.47822450082232,,,,,10.223684187721268,-17.057716648165176,-3.2157161344869425,-0.3857613886227795
14100,286.1414194291661,34.3070709714583,,,,,10.154816138438747,-16.29755576604627,-7.097427030684224,-0.6184139125421103
14150,283.7448516839685,34.18724258419842,,,,,10.093170126356505,-15.626145977066784,-10.82653226229128,0.10435979697004183
14200,282.0793422217898,34.10396711108949,,,,,10.041415300608687,-15.05317319147004,-13.829983017158863,0.9210831298099591
14250,281.0695138667259,34.053475693336296,,,,,10.00439347104809,-14.584761116978807,-15.80750305316354,1.4573845658201974
14300,280.59193768680274,34.02959688434014,,,,,9.972221560600783,-14.226522522575669,-16.802571695927835,1.6488103447055242
14350,280.18202839669044,34.00910141983452,,,,,9.956499879099747,-13.986556484849539,-17.121927139482978,1.3340121419232067
14400,279.8277453099363,33.99138726549681,,,,,9.948781955196493,-13.864890580118306,-17.150636681181446,0.8944906160395558
